employee guid,first name,last name,gender,email,age,birthday,active,street,postal,province,city,longitude,latitude,package,vendor,phone,package cost,contract start,contract end
6429acc3-3bed-5d7d-96e3-0eacc0c8bb85,Celia,Beck,Male,wugsozuja@wo.dk,54,4/13/1998,FALSE,Jubvan Plaza,L8U 7T3,SK,Osuzpuf,-70.11163,51.62937,pack100,Cell C,(560) 338-2665,$2025.82,09/27/2033,07/06/1927
485507aa-e748-5c63-b171-7913797a953e,Bertha,Obrien,Female,zilete@tododsep.hk,56,12/31/1992,TRUE,Udefon Pass,V8D 6B3,SK,Oliwonu,-66.2343,-19.86104,pack101,Vodacom,(678) 683-9102,$4270.59,01/17/1934,08/28/1976
4ca518ff-1987-5e5f-9e3a-3dab6e9ad67c,Marc,Boyd,Male,lihsegif.bo@ki.il,27,5/18/1995,FALSE,Lozri Avenue,C7Y 6M8,NB,Kuwamti,-141.36452,-36.4354,pack102,MTN,(626) 481-3195,$1410.23,08/03/1912,10/03/2060
f6aff8e3-0b08-518a-9cdf-f2a0472ed391,Louisa,Barber,Female,lot@kafo.bd,32,7/18/1968,FALSE,Huvic View,S1F 3Z0,PE,Igunuwu,143.67911,17.05262,pack103,Cell C,(722) 246-1837,$7859.68,08/09/2061,06/23/2022
bab5017a-21de-518d-81bf-d1cc506ee0ba,Lizzie,Craig,Female,jihojtem@jaisu.gl,33,6/26/1989,FALSE,Ebozev Point,N1J 5X4,MB,Ducitoh,125.32208,69.74765,pack104,Vodacom,(568) 441-6599,$2694.63,03/15/2014,02/16/1901
01475df2-5fd3-51c8-9cf8-42cefa46bc93,Blanche,Greene,Female,raldorik.bl@olpevve.vu,49,9/11/1992,TRUE,Avadic Center,T8A 0Q2,NS,Nensamira,-26.98671,-8.45796,pack105,Vodacom,(282) 907-4690,$680.81,12/26/1924,05/28/2013
c98e5d39-b570-5177-9181-42e09f9373ff,Rodney,Wilkins,Male,pim@bode.tp,32,8/6/1989,FALSE,Walo Square,C5I 2X2,SK,Jehnulo,-0.2513,84.95857,pack106,Cell C,(689) 945-3226,$561.19,06/09/2064,10/22/2052
54cd80fe-2f08-5294-9a5f-68a685eb6cca,Ian,Peterson,Male,kag@feodmu.my,56,4/20/1986,TRUE,Awudeg Pike,R7N 5Y5,PE,Tabbumber,-130.62564,84.90747,pack107,MTN,(531) 846-8640,$9175.33,01/06/1903,04/03/2066
8f202fa4-2975-5a00-88fe-cf17d7cd9ca6,Bill,Salazar,Male,fosec@tofwoofi.mr,58,2/6/1958,FALSE,Jikci River,P1A 8T8,NT,Nensamira,-49.53883,84.35939,pack108,MTN,(506) 430-2665,$5155.43,12/21/2041,04/18/1915
316d3c80-9d8b-5ea9-8ec1-43c59d7a1bc0,Lida,Washington,Male,ate@pes.al,44,2/20/1977,TRUE,Kozir Highway,N8O 9I1,NU,Poozuage,-137.08212,-14.49197,pack109,Cell C,(651) 439-3273,$9628.88,08/10/1959,02/01/2031
59a36a91-6025-5823-adc3-d2184f1e1913,Fred,Boone,Male,buob@huc.gi,25,12/18/1998,TRUE,Bawur Highway,A7P 0U2,PE,Vagukid,-156.03683,11.3742,pack110,Vodacom,(842) 917-8723,$8379.64,09/12/2069,04/28/2025
8006ff2c-ae9b-59de-bdf5-046b5e72699c,Eunice,Pierce,Male,puj@luha.bd,36,9/24/1954,TRUE,Abadut Way,A0Q 1W7,SK,Owecohbe,-79.42312,-2.97864,pack111,MTN,(935) 217-7809,$7250.72,09/03/1930,10/17/1986
