Phone,Event type,Date,Time Stamp
(784) 926-5627,Data,01/04/2018,00:32:01
(782) 377-2899,Voice,01/04/2018,15:21:47
(483) 227-1264,SMS,01/04/2018,18:22:30
(314) 829-1287,Data,01/04/2018,21:31:51
(767) 633-8096,Voice,01/04/2018,09:55:43
(825) 786-1356,SMS,01/04/2018,19:07:37
(209) 859-4912,Data,01/04/2018,20:24:40
(626) 481-3209,Voice,01/04/2018,11:13:34
(531) 846-8654,SMS,01/04/2018,04:22:32
(506) 430-2679,Data,01/04/2018,19:18:37
(935) 217-7823,Voice,01/04/2018,00:34:57
(542) 489-5074,SMS,01/04/2018,06:29:51
(475) 238-8087,Data,01/04/2018,11:46:30
(935) 301-8609,Voice,01/04/2018,13:02:09
(958) 842-2767,SMS,01/04/2018,22:40:37
(719) 575-8826,Data,01/04/2018,09:42:34
(959) 991-3407,Voice,01/04/2018,22:40:31
(676) 205-6209,SMS,01/04/2018,19:41:30
(340) 477-9802,Data,01/04/2018,14:07:44
(340) 477-9803,Voice,01/04/2018,20:20:21
(282) 907-4712,SMS,01/04/2018,10:17:02
(925) 793-2623,Data,01/04/2018,00:29:59
(878) 304-5319,Voice,01/04/2018,16:16:06
(648) 268-8976,SMS,01/04/2018,16:51:24
(359) 921-8645,Data,01/04/2018,04:29:33
(752) 383-5868,Voice,01/04/2018,03:01:52
(715) 526-4138,SMS,01/04/2018,09:22:20
(309) 200-2256,Data,01/04/2018,16:43:50
(706) 307-8322,Voice,01/04/2018,15:13:31
(201) 972-9722,SMS,01/04/2018,15:22:09
(876) 250-3888,Data,01/04/2018,12:50:08
(633) 436-2972,Voice,01/04/2018,02:52:22
(555) 294-2545,SMS,01/04/2018,19:40:57
(283) 646-8858,Data,01/04/2018,21:01:54
(313) 585-6906,Voice,01/04/2018,16:33:34
(506) 430-2680,SMS,01/04/2018,19:36:53
(935) 217-7824,Data,01/04/2018,19:01:30
(784) 926-5628,Voice,01/04/2018,08:50:26
(782) 377-2900,SMS,01/04/2018,17:52:19
(483) 227-1265,Data,01/04/2018,13:21:33
(314) 829-1288,Voice,01/04/2018,00:17:53
(767) 633-8097,SMS,01/04/2018,04:46:08
(825) 786-1357,Data,01/04/2018,15:45:20
(209) 859-4913,Voice,01/04/2018,01:19:32
(626) 481-3210,SMS,01/04/2018,02:19:24
(531) 846-8655,Data,01/04/2018,21:42:21
(506) 430-2680,Voice,01/04/2018,20:25:05
(935) 217-7824,SMS,01/04/2018,05:02:12
(542) 489-5075,Data,01/04/2018,15:50:06
(475) 238-8088,Voice,01/04/2018,15:35:41
(935) 301-8610,SMS,01/04/2018,08:11:15
(958) 842-2768,Data,01/04/2018,21:49:34
(719) 575-8827,Voice,01/04/2018,22:02:22
(959) 991-3408,SMS,01/04/2018,16:39:12
(676) 205-6210,Data,01/04/2018,18:41:12
(340) 477-9804,Voice,01/04/2018,08:39:16
(340) 477-9805,SMS,01/04/2018,03:25:24
(282) 907-4713,Data,01/04/2018,16:33:07
(925) 793-2624,Voice,01/04/2018,15:21:11
(878) 304-5320,SMS,01/04/2018,03:44:36
(648) 268-8977,Data,01/04/2018,04:33:07
