Phone,Event type,Date,Time Stamp
(342) 641-6006,SMS,01/04/2018,6:08:33
(873) 527-9347,Data,01/04/2018,17:33:52
(507) 374-7329,Voice,01/04/2018,12:49:21
(959) 317-8118,SMS,01/04/2018,8:54:37
(433) 815-9238,Data,01/04/2018,13:15:32
(765) 711-7915,Voice,01/04/2018,9:34:12
(913) 658-5182,SMS,01/04/2018,15:59:10
(638) 870-8476,Data,01/04/2018,22:19:38
(219) 578-1126,Voice,01/04/2018,22:10:33
(680) 684-3863,SMS,01/04/2018,23:04:13
(805) 308-1243,Data,01/04/2018,0:50:40
(575) 569-6855,Voice,01/04/2018,10:18:32
(570) 210-2503,SMS,01/04/2018,4:20:16
(330) 571-2432,Data,01/04/2018,21:16:22
(345) 474-8943,Voice,01/04/2018,19:36:17
(537) 714-8374,SMS,01/04/2018,15:49:44
(456) 515-6317,Data,01/04/2018,8:59:40
(417) 957-4050,Voice,01/04/2018,1:42:46
(476) 497-4387,SMS,01/04/2018,17:25:27
(688) 678-7451,Data,01/04/2018,12:07:22
(842) 917-8738,Voice,01/04/2018,20:32:33
(905) 411-7993,SMS,01/04/2018,23:21:00
(930) 297-7033,Data,01/04/2018,21:17:35
(356) 690-1767,Voice,01/04/2018,20:28:53
(848) 880-4374,SMS,01/04/2018,17:56:44
(376) 323-7612,Data,01/04/2018,9:02:46
(968) 441-2628,Voice,01/04/2018,19:58:24
(531) 846-8654,SMS,01/04/2018,14:06:16
(678) 683-9117,Data,01/04/2018,17:40:35
(568) 441-6614,Voice,01/04/2018,13:54:29
(282) 907-4705,SMS,01/04/2018,15:45:07
(842) 917-8738,Data,01/04/2018,2:38:18
(341) 309-1684,Voice,01/04/2018,14:45:47
(568) 722-4700,SMS,01/04/2018,9:11:39
(689) 945-3132,Data,01/04/2018,15:59:38
(453) 709-1153,Voice,01/04/2018,0:21:03
(342) 641-6007,SMS,01/04/2018,16:01:18
(873) 527-9348,Data,01/04/2018,8:08:57
(507) 374-7330,Voice,01/04/2018,7:06:06
(959) 317-8119,SMS,01/04/2018,2:49:27
(433) 815-9239,Data,01/04/2018,8:37:32
(765) 711-7916,Voice,01/04/2018,7:24:28
(913) 658-5183,SMS,01/04/2018,3:41:57
(638) 870-8477,Data,01/04/2018,10:49:33
(219) 578-1127,Voice,01/04/2018,20:52:09
(680) 684-3864,SMS,01/04/2018,6:36:25
(805) 308-1244,Data,01/04/2018,16:11:48
(575) 569-6856,Voice,01/04/2018,17:22:51
(570) 210-2504,SMS,01/04/2018,14:50:09
(330) 571-2433,Data,01/04/2018,22:30:08
(345) 474-8944,Voice,01/04/2018,9:16:18
(537) 714-8375,SMS,01/04/2018,16:32:53
(456) 515-6318,Data,01/04/2018,4:06:52
(417) 957-4051,Voice,01/04/2018,1:06:27
(476) 497-4388,SMS,01/04/2018,13:07:36
(688) 678-7452,Data,01/04/2018,10:10:37
(842) 917-8739,Voice,01/04/2018,9:57:06
(905) 411-7994,SMS,01/04/2018,2:36:56
(930) 297-7034,Data,01/04/2018,16:01:25
(356) 690-1768,Voice,01/04/2018,18:56:52
(848) 880-4375,SMS,01/04/2018,9:02:44
(376) 323-7613,Data,01/04/2018,7:14:34
(968) 441-2629,Voice,01/04/2018,12:22:17
(531) 846-8655,SMS,01/04/2018,18:21:11
(678) 683-9118,Data,01/04/2018,12:45:02
(568) 441-6615,Voice,01/04/2018,7:05:33
(282) 907-4706,SMS,01/04/2018,7:16:02
(842) 917-8739,Data,01/04/2018,3:04:18
(341) 309-1685,Voice,01/04/2018,13:47:35
(568) 722-4701,SMS,01/04/2018,13:17:00
(689) 945-3133,Data,01/04/2018,23:57:57
(453) 709-1154,Voice,01/04/2018,4:58:00
(342) 641-6008,SMS,01/04/2018,3:35:00
(873) 527-9349,Data,01/04/2018,11:02:57
(507) 374-7331,Voice,01/04/2018,3:51:57
(959) 317-8120,SMS,01/04/2018,21:56:16
(433) 815-9240,Data,01/04/2018,23:13:14
(765) 711-7917,Voice,01/04/2018,19:08:55
(913) 658-5184,SMS,01/04/2018,20:18:38
(638) 870-8478,Data,01/04/2018,18:17:21
(219) 578-1128,Voice,01/04/2018,4:28:22
(680) 684-3865,SMS,01/04/2018,11:08:16
(805) 308-1245,Data,01/04/2018,14:49:14
(575) 569-6857,Voice,01/04/2018,15:02:55
(570) 210-2505,SMS,01/04/2018,9:05:06
(330) 571-2434,Data,01/04/2018,11:11:56
(345) 474-8945,Voice,01/04/2018,21:32:18
(537) 714-8376,SMS,01/04/2018,6:17:39
(456) 515-6319,Data,01/04/2018,11:12:58
(417) 957-4052,Voice,01/04/2018,22:07:15
(476) 497-4389,SMS,01/04/2018,22:14:44
(688) 678-7453,Data,01/04/2018,3:23:01
(842) 917-8740,Voice,01/04/2018,12:24:17
(905) 411-7995,SMS,01/04/2018,18:55:14
(930) 297-7035,Data,01/04/2018,14:30:34
(356) 690-1769,Voice,01/04/2018,22:03:24
(848) 880-4376,SMS,01/04/2018,10:05:13
(376) 323-7614,Data,01/04/2018,5:10:46
(968) 441-2630,Voice,01/04/2018,18:49:21
(531) 846-8656,SMS,01/04/2018,13:30:05
(678) 683-9119,Data,01/04/2018,22:41:25
(568) 441-6616,Voice,01/04/2018,1:45:32
(282) 907-4707,SMS,01/04/2018,4:33:55
(842) 917-8740,Data,01/04/2018,3:59:39
(341) 309-1686,Voice,01/04/2018,15:39:56
(568) 722-4702,SMS,01/04/2018,4:37:46
(689) 945-3134,Data,01/04/2018,2:00:34
(453) 709-1155,Voice,01/04/2018,13:59:25
(342) 641-6009,SMS,01/04/2018,20:07:50
(873) 527-9350,Data,01/04/2018,13:53:23
(507) 374-7332,Voice,01/04/2018,9:09:29
(959) 317-8121,SMS,01/04/2018,23:08:11
(433) 815-9241,Data,01/04/2018,23:14:52
(765) 711-7918,Voice,01/04/2018,5:14:48
(913) 658-5185,SMS,01/04/2018,17:20:22
(638) 870-8479,Data,01/04/2018,0:52:04
(219) 578-1129,Voice,01/04/2018,10:50:21
(680) 684-3866,SMS,01/04/2018,15:49:57
(805) 308-1246,Data,01/04/2018,3:31:10
(575) 569-6858,Voice,01/04/2018,16:37:41
(570) 210-2506,SMS,01/04/2018,20:50:30
(330) 571-2435,Data,01/04/2018,1:50:01
(345) 474-8946,Voice,01/04/2018,12:41:56
(537) 714-8377,SMS,01/04/2018,15:09:19
(456) 515-6320,Data,01/04/2018,17:08:54
(417) 957-4053,Voice,01/04/2018,11:22:30
(476) 497-4390,SMS,01/04/2018,16:01:04
(688) 678-7454,Data,01/04/2018,23:57:47
(842) 917-8741,Voice,01/04/2018,22:19:56
(905) 411-7996,SMS,01/04/2018,21:15:19
(930) 297-7036,Data,01/04/2018,3:06:57
(356) 690-1770,Voice,01/04/2018,14:28:37
(848) 880-4377,SMS,01/04/2018,12:59:39
(376) 323-7615,Data,01/04/2018,9:32:34
(968) 441-2631,Voice,01/04/2018,18:08:00
(531) 846-8657,SMS,01/04/2018,15:28:10
(678) 683-9120,Data,01/04/2018,21:35:34
(568) 441-6617,Voice,01/04/2018,22:56:58
(282) 907-4708,SMS,01/04/2018,16:48:58
(842) 917-8741,Data,01/04/2018,8:53:47
(341) 309-1687,Voice,01/04/2018,6:41:28
(568) 722-4703,SMS,01/04/2018,18:12:49
(689) 945-3135,Data,01/04/2018,9:59:19
(453) 709-1156,Voice,01/04/2018,12:14:16
(342) 641-6010,SMS,01/04/2018,15:28:50
(873) 527-9351,Data,01/04/2018,11:03:30
(507) 374-7333,Voice,01/04/2018,23:42:50
(959) 317-8122,SMS,01/04/2018,0:19:47
(433) 815-9242,Data,01/04/2018,13:03:40
(765) 711-7919,Voice,01/04/2018,11:47:15
(913) 658-5186,SMS,01/04/2018,15:45:52
(638) 870-8480,Data,01/04/2018,9:44:42
(219) 578-1130,Voice,01/04/2018,22:18:09
(680) 684-3867,SMS,01/04/2018,7:58:47
(805) 308-1247,Data,01/04/2018,21:30:51
(575) 569-6859,Voice,01/04/2018,20:01:19
(570) 210-2507,SMS,01/04/2018,1:34:49
(330) 571-2436,Data,01/04/2018,20:22:55
(345) 474-8947,Voice,01/04/2018,12:37:11
(537) 714-8378,SMS,01/04/2018,22:52:22
(456) 515-6321,Data,01/04/2018,3:28:05
(417) 957-4054,Voice,01/04/2018,20:43:52
(476) 497-4391,SMS,01/04/2018,11:20:59
(688) 678-7455,Data,01/04/2018,20:21:06
(842) 917-8742,Voice,01/04/2018,17:50:39
(905) 411-7997,SMS,01/04/2018,1:04:55
(930) 297-7037,Data,01/04/2018,3:17:27
(356) 690-1771,Voice,01/04/2018,14:23:41
(848) 880-4378,SMS,01/04/2018,5:22:14
(376) 323-7616,Data,01/04/2018,0:20:08
(968) 441-2632,Voice,01/04/2018,11:34:19
(531) 846-8658,SMS,01/04/2018,19:29:24
(678) 683-9121,Data,01/04/2018,22:45:06
(568) 441-6618,Voice,01/04/2018,11:06:49
(282) 907-4709,SMS,01/04/2018,1:57:24
(842) 917-8742,Data,01/04/2018,7:01:09
(341) 309-1688,Voice,01/04/2018,7:49:28
(568) 722-4704,SMS,01/04/2018,2:55:39
(689) 945-3136,Data,01/04/2018,9:08:46
(453) 709-1157,Voice,01/04/2018,5:41:07
(342) 641-6011,SMS,01/04/2018,1:32:54
(873) 527-9352,Data,01/04/2018,17:32:59
(507) 374-7334,Voice,01/04/2018,23:20:08
(959) 317-8123,SMS,01/04/2018,3:36:14
(433) 815-9243,Data,01/04/2018,4:29:34
(765) 711-7920,Voice,01/04/2018,14:44:03
(913) 658-5187,SMS,01/04/2018,7:36:27
(638) 870-8481,Data,01/04/2018,11:12:37
(219) 578-1131,Voice,01/04/2018,6:19:18
(680) 684-3868,SMS,01/04/2018,13:51:59
(805) 308-1248,Data,01/04/2018,5:22:52
(575) 569-6860,Voice,01/04/2018,9:51:15
(570) 210-2508,SMS,01/04/2018,1:18:25
(330) 571-2437,Data,01/04/2018,5:37:12
(345) 474-8948,Voice,01/04/2018,22:51:42
(537) 714-8379,SMS,01/04/2018,5:10:08
(456) 515-6322,Data,01/04/2018,21:55:50
(417) 957-4055,Voice,01/04/2018,17:52:59
(476) 497-4392,SMS,01/04/2018,17:22:06
(688) 678-7456,Data,01/04/2018,23:00:00
(842) 917-8743,Voice,01/04/2018,12:25:44
(905) 411-7998,SMS,01/04/2018,1:11:23
(930) 297-7038,Data,01/04/2018,2:06:46
(356) 690-1772,Voice,01/04/2018,14:41:50
(848) 880-4379,SMS,01/04/2018,1:40:37
(376) 323-7617,Data,01/04/2018,18:34:12
(968) 441-2633,Voice,01/04/2018,5:25:53
(531) 846-8659,SMS,01/04/2018,21:12:16
(678) 683-9122,Data,01/04/2018,4:34:19
(568) 441-6619,Voice,01/04/2018,3:12:24
(282) 907-4710,SMS,01/04/2018,12:46:58
(842) 917-8743,Data,01/04/2018,0:05:30
(341) 309-1689,Voice,01/04/2018,0:14:13
(568) 722-4705,SMS,01/04/2018,1:49:30
(689) 945-3137,Data,01/04/2018,0:18:24
(453) 709-1158,Voice,01/04/2018,15:18:44
(342) 641-6012,SMS,01/04/2018,13:57:18
(873) 527-9353,Data,01/04/2018,11:26:31
(507) 374-7335,Voice,01/04/2018,16:52:09
(959) 317-8124,SMS,01/04/2018,14:15:28
(433) 815-9244,Data,01/04/2018,13:28:00
(765) 711-7921,Voice,01/04/2018,6:08:56
(913) 658-5188,SMS,01/04/2018,20:00:02
(638) 870-8482,Data,01/04/2018,18:50:45
(219) 578-1132,Voice,01/04/2018,16:06:59
(680) 684-3869,SMS,01/04/2018,13:55:35
(805) 308-1249,Data,01/04/2018,3:53:00
(575) 569-6861,Voice,01/04/2018,20:42:25
(570) 210-2509,SMS,01/04/2018,20:26:50
(330) 571-2438,Data,01/04/2018,20:35:11
(345) 474-8949,Voice,01/04/2018,23:12:07
(537) 714-8380,SMS,01/04/2018,20:52:34
(456) 515-6323,Data,01/04/2018,6:38:58
(417) 957-4056,Voice,01/04/2018,23:04:55
(476) 497-4393,SMS,01/04/2018,5:03:38
(688) 678-7457,Data,01/04/2018,15:33:07
(842) 917-8744,Voice,01/04/2018,4:01:08
(905) 411-7999,SMS,01/04/2018,4:53:07
(930) 297-7039,Data,01/04/2018,20:03:40
(356) 690-1773,Voice,01/04/2018,0:45:01
(848) 880-4380,SMS,01/04/2018,15:22:42
(376) 323-7618,Data,01/04/2018,0:39:04
(968) 441-2634,Voice,01/04/2018,7:01:25
(531) 846-8660,SMS,01/04/2018,5:04:08
(678) 683-9123,Data,01/04/2018,6:13:23
(568) 441-6620,Voice,01/04/2018,18:31:20
(282) 907-4711,SMS,01/04/2018,8:07:38
(842) 917-8744,Data,01/04/2018,0:59:39
(341) 309-1690,Voice,01/04/2018,4:25:35
(568) 722-4706,SMS,01/04/2018,10:24:02
(689) 945-3138,Data,01/04/2018,15:40:17
(453) 709-1159,Voice,01/04/2018,20:23:53
(342) 641-6013,SMS,01/04/2018,18:48:50
(873) 527-9354,Data,01/04/2018,8:17:17
(507) 374-7336,Voice,01/04/2018,7:23:13
(959) 317-8125,SMS,01/04/2018,4:35:20
(433) 815-9245,Data,01/04/2018,0:47:40
(765) 711-7922,Voice,01/04/2018,18:15:57
(913) 658-5189,SMS,01/04/2018,11:28:27
(638) 870-8483,Data,01/04/2018,16:41:58
(219) 578-1133,Voice,01/04/2018,7:13:31
(680) 684-3870,SMS,01/04/2018,5:55:56
(805) 308-1250,Data,01/04/2018,13:53:05
(575) 569-6862,Voice,01/04/2018,9:14:45
(570) 210-2510,SMS,01/04/2018,18:06:05
(330) 571-2439,Data,01/04/2018,4:22:42
(345) 474-8950,Voice,01/04/2018,7:26:32
(537) 714-8381,SMS,01/04/2018,22:30:11
(456) 515-6324,Data,01/04/2018,0:05:23
(417) 957-4057,Voice,01/04/2018,9:06:34
(476) 497-4394,SMS,01/04/2018,22:56:50
(688) 678-7458,Data,01/04/2018,9:13:23
(842) 917-8745,Voice,01/04/2018,18:57:05
(905) 411-8000,SMS,01/04/2018,5:20:45
(930) 297-7040,Data,01/04/2018,7:39:12
(356) 690-1774,Voice,01/04/2018,23:18:14
(848) 880-4381,SMS,01/04/2018,15:35:43
(376) 323-7619,Data,01/04/2018,18:13:25
(968) 441-2635,Voice,01/04/2018,12:55:03
(531) 846-8661,SMS,01/04/2018,18:44:33
(678) 683-9124,Data,01/04/2018,14:12:00
(568) 441-6621,Voice,01/04/2018,17:59:01
(282) 907-4712,SMS,01/04/2018,12:03:39
(842) 917-8745,Data,01/04/2018,20:32:36
(341) 309-1691,Voice,01/04/2018,21:00:23
(568) 722-4707,SMS,01/04/2018,15:36:16
(689) 945-3139,Data,01/04/2018,12:50:34
(453) 709-1160,Voice,01/04/2018,1:44:46
(342) 641-6014,SMS,01/04/2018,22:09:15
(873) 527-9355,Data,01/04/2018,10:27:25
(507) 374-7337,Voice,01/04/2018,13:51:01
(959) 317-8126,SMS,01/04/2018,23:02:14
(433) 815-9246,Data,01/04/2018,5:19:57
(765) 711-7923,Voice,01/04/2018,5:47:22
(913) 658-5190,SMS,01/04/2018,10:31:26
(638) 870-8484,Data,01/04/2018,9:53:05
(219) 578-1134,Voice,01/04/2018,18:34:08
(680) 684-3871,SMS,01/04/2018,16:57:09
(805) 308-1251,Data,01/04/2018,11:44:49
(575) 569-6863,Voice,01/04/2018,18:07:57
(570) 210-2511,SMS,01/04/2018,1:58:05
(330) 571-2440,Data,01/04/2018,17:06:40
(345) 474-8951,Voice,01/04/2018,19:31:54
(537) 714-8382,SMS,01/04/2018,9:35:46
(456) 515-6325,Data,01/04/2018,18:17:06
(417) 957-4058,Voice,01/04/2018,3:56:27
(476) 497-4395,SMS,01/04/2018,3:41:34
(688) 678-7459,Data,01/04/2018,5:39:45
(842) 917-8746,Voice,01/04/2018,7:24:37
(905) 411-8001,SMS,01/04/2018,0:33:06
(930) 297-7041,Data,01/04/2018,16:52:23
(356) 690-1775,Voice,01/04/2018,23:58:36
(848) 880-4382,SMS,01/04/2018,19:28:08
(376) 323-7620,Data,01/04/2018,19:29:14
(968) 441-2636,Voice,01/04/2018,8:52:00
(531) 846-8662,SMS,01/04/2018,6:52:50
(678) 683-9125,Data,01/04/2018,12:11:24
(568) 441-6622,Voice,01/04/2018,5:24:23
(282) 907-4713,SMS,01/04/2018,20:03:06
(842) 917-8746,Data,01/04/2018,21:22:06
(341) 309-1692,Voice,01/04/2018,17:37:05
(568) 722-4708,SMS,01/04/2018,23:54:39
(689) 945-3140,Data,01/04/2018,19:24:49
(453) 709-1161,Voice,01/04/2018,18:36:15
(342) 641-6015,SMS,01/04/2018,0:02:02
(873) 527-9356,Data,01/04/2018,4:36:59
(507) 374-7338,Voice,01/04/2018,6:36:03
(959) 317-8127,SMS,01/04/2018,7:44:00
(433) 815-9247,Data,01/04/2018,2:21:54
(765) 711-7924,Voice,01/04/2018,21:55:53
(913) 658-5191,SMS,01/04/2018,19:13:25
(638) 870-8485,Data,01/04/2018,1:57:36
(219) 578-1135,Voice,01/04/2018,11:07:58
(680) 684-3872,SMS,01/04/2018,8:21:36
(805) 308-1252,Data,01/04/2018,10:46:55
(575) 569-6864,Voice,01/04/2018,5:25:19
(570) 210-2512,SMS,01/04/2018,13:09:31
(330) 571-2441,Data,01/04/2018,16:58:17
(345) 474-8952,Voice,01/04/2018,17:28:06
(537) 714-8383,SMS,01/04/2018,0:42:46
(456) 515-6326,Data,01/04/2018,0:13:31
(417) 957-4059,Voice,01/04/2018,4:34:24
(476) 497-4396,SMS,01/04/2018,9:28:04
(688) 678-7460,Data,01/04/2018,18:03:31
(842) 917-8747,Voice,01/04/2018,9:28:31
(905) 411-8002,SMS,01/04/2018,13:54:28
(930) 297-7042,Data,01/04/2018,12:56:39
(356) 690-1776,Voice,01/04/2018,10:42:38
(848) 880-4383,SMS,01/04/2018,14:25:25
(376) 323-7621,Data,01/04/2018,23:05:25
(968) 441-2637,Voice,01/04/2018,0:18:24
(531) 846-8663,SMS,01/04/2018,19:30:42
(678) 683-9126,Data,01/04/2018,8:31:03
(568) 441-6623,Voice,01/04/2018,15:46:21
(282) 907-4714,SMS,01/04/2018,20:09:20
(842) 917-8747,Data,01/04/2018,15:01:11
(341) 309-1693,Voice,01/04/2018,21:17:44
(568) 722-4709,SMS,01/04/2018,14:48:41
(689) 945-3141,Data,01/04/2018,3:28:59
(453) 709-1162,Voice,01/04/2018,21:17:35
(342) 641-6016,SMS,01/04/2018,6:07:11
(873) 527-9357,Data,01/04/2018,14:26:56
(507) 374-7339,Voice,01/04/2018,20:40:11
(959) 317-8128,SMS,01/04/2018,21:36:42
(433) 815-9248,Data,01/04/2018,5:15:00
(765) 711-7925,Voice,01/04/2018,18:51:17
(913) 658-5192,SMS,01/04/2018,19:15:35
(638) 870-8486,Data,01/04/2018,10:30:27
(219) 578-1136,Voice,01/04/2018,18:19:05
(680) 684-3873,SMS,01/04/2018,11:47:01
(805) 308-1253,Data,01/04/2018,2:56:30
(575) 569-6865,Voice,01/04/2018,17:50:22
(570) 210-2513,SMS,01/04/2018,22:14:30
(330) 571-2442,Data,01/04/2018,21:38:58
(345) 474-8953,Voice,01/04/2018,6:25:12
(537) 714-8384,SMS,01/04/2018,18:08:10
(456) 515-6327,Data,01/04/2018,21:24:26
(417) 957-4060,Voice,01/04/2018,7:19:02
(476) 497-4397,SMS,01/04/2018,22:03:29
(688) 678-7461,Data,01/04/2018,20:18:40
(842) 917-8748,Voice,01/04/2018,6:45:08
(905) 411-8003,SMS,01/04/2018,5:05:20
(930) 297-7043,Data,01/04/2018,21:34:49
(356) 690-1777,Voice,01/04/2018,6:50:45
(848) 880-4384,SMS,01/04/2018,0:40:54
(376) 323-7622,Data,01/04/2018,0:44:10
(968) 441-2638,Voice,01/04/2018,6:55:49
(531) 846-8664,SMS,01/04/2018,16:28:19
(678) 683-9127,Data,01/04/2018,6:23:36
(568) 441-6624,Voice,01/04/2018,3:00:47
(282) 907-4715,SMS,01/04/2018,5:16:10
(842) 917-8748,Data,01/04/2018,8:42:40
(341) 309-1694,Voice,01/04/2018,21:31:43
(568) 722-4710,SMS,01/04/2018,17:56:56
(689) 945-3142,Data,01/04/2018,12:58:53
(453) 709-1163,Voice,01/04/2018,1:46:36
(342) 641-6017,SMS,01/04/2018,12:52:17
(873) 527-9358,Data,01/04/2018,8:49:05
(507) 374-7340,Voice,01/04/2018,12:58:43
(959) 317-8129,SMS,01/04/2018,9:06:07
(433) 815-9249,Data,01/04/2018,23:51:53
(765) 711-7926,Voice,01/04/2018,6:23:14
(913) 658-5193,SMS,01/04/2018,20:13:13
(638) 870-8487,Data,01/04/2018,9:05:30
(219) 578-1137,Voice,01/04/2018,16:58:16
(680) 684-3874,SMS,01/04/2018,18:13:21
(805) 308-1254,Data,01/04/2018,4:09:16
(575) 569-6866,Voice,01/04/2018,6:55:03
(570) 210-2514,SMS,01/04/2018,2:26:20
(330) 571-2443,Data,01/04/2018,3:54:57
(345) 474-8954,Voice,01/04/2018,4:42:30
(537) 714-8385,SMS,01/04/2018,7:12:45
(456) 515-6328,Data,01/04/2018,19:44:50
(417) 957-4061,Voice,01/04/2018,17:59:39
(476) 497-4398,SMS,01/04/2018,17:53:49
(688) 678-7462,Data,01/04/2018,10:45:34
(842) 917-8749,Voice,01/04/2018,14:04:30
(905) 411-8004,SMS,01/04/2018,17:45:51
(930) 297-7044,Data,01/04/2018,15:34:38
(356) 690-1778,Voice,01/04/2018,4:53:31
(848) 880-4385,SMS,01/04/2018,22:13:53
(376) 323-7623,Data,01/04/2018,12:00:49
(968) 441-2639,Voice,01/04/2018,19:42:18
(531) 846-8665,SMS,01/04/2018,20:22:13
(678) 683-9128,Data,01/04/2018,18:08:09
(568) 441-6625,Voice,01/04/2018,14:04:01
(282) 907-4716,SMS,01/04/2018,9:57:24
(842) 917-8749,Data,01/04/2018,11:37:34
(341) 309-1695,Voice,01/04/2018,20:33:54
(568) 722-4711,SMS,01/04/2018,14:55:18
(689) 945-3143,Data,01/04/2018,20:43:46
(453) 709-1164,Voice,01/04/2018,0:49:28
(342) 641-6018,SMS,01/04/2018,6:07:15
(873) 527-9359,Data,01/04/2018,22:18:00
(507) 374-7341,Voice,01/04/2018,5:07:06
(959) 317-8130,SMS,01/04/2018,16:04:17
(433) 815-9250,Data,01/04/2018,11:41:21
(765) 711-7927,Voice,01/04/2018,16:33:57
(913) 658-5194,SMS,01/04/2018,5:36:59
(638) 870-8488,Data,01/04/2018,4:27:44
(219) 578-1138,Voice,01/04/2018,5:57:23
(680) 684-3875,SMS,01/04/2018,6:18:35
(805) 308-1255,Data,01/04/2018,23:27:51
(575) 569-6867,Voice,01/04/2018,23:48:01
(570) 210-2515,SMS,01/04/2018,3:21:29
(330) 571-2444,Data,01/04/2018,4:22:27
(345) 474-8955,Voice,01/04/2018,7:43:04
(537) 714-8386,SMS,01/04/2018,6:40:09
(456) 515-6329,Data,01/04/2018,11:01:32
(417) 957-4062,Voice,01/04/2018,2:02:10
(476) 497-4399,SMS,01/04/2018,21:57:40
(688) 678-7463,Data,01/04/2018,8:47:59
(842) 917-8750,Voice,01/04/2018,20:49:21
(905) 411-8005,SMS,01/04/2018,23:43:50
(930) 297-7045,Data,01/04/2018,20:19:24
